Time,SSID,BSSID,Vendor,RSSI,Score,Reason
06:09:29,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
06:09:29,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
06:09:29,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:09:31,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
06:09:31,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
06:09:31,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:09:32,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:09:32,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
06:09:32,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:09:34,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
06:09:34,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
06:09:34,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:09:35,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
06:09:35,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
06:09:35,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:09:37,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:09:37,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
06:09:37,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:09:38,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:09:38,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
06:09:38,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:09:40,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:09:40,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
06:09:40,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:09:41,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
06:09:41,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
06:09:41,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:09:43,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
06:09:43,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
06:09:43,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:09:44,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
06:09:44,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
06:09:44,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:09:46,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,3,RSSI Spike
06:09:46,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
06:09:46,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:09:47,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,3,RSSI Spike
06:09:47,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
