Time,SSID,BSSID,Vendor,RSSI,Score,Reason
13:23:30,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:32,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:33,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:35,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:36,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:36,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:38,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:38,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:39,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:39,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:41,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:41,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:42,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:42,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:44,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:44,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:45,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:45,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:47,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:47,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:48,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:48,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:50,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:50,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:51,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:51,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:53,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:53,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:54,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:54,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:56,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:56,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:57,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:57,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:23:59,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:23:59,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:24:00,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:24:00,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:24:02,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:24:02,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:24:03,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:24:03,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:24:05,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:24:05,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:24:06,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:24:06,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:24:08,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:24:08,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
13:24:09,افليكسي ,FA:2A:74:EC:23:05,Unknown,-100,0,
13:24:09,Pixel_2293,EA:AE:95:29:E0:FD,Unknown,-100,0,
