Time,SSID,BSSID,Vendor,RSSI,Score,Reason
06:34:03,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:34:03,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
06:34:03,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:34:04,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
06:34:04,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
06:34:04,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:34:06,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
06:34:06,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
06:34:06,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:34:07,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:34:07,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
06:34:07,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:34:09,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:34:09,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
06:34:09,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:34:10,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:34:10,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
06:34:10,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
06:34:12,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
06:34:12,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
06:34:12,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:34:13,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
06:34:13,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
06:34:13,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:34:15,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,3,RSSI Spike
06:34:15,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
06:34:15,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:34:16,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,3,RSSI Spike
06:34:16,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
06:34:16,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:34:18,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,3,RSSI Spike
06:34:18,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
