Time,SSID,BSSID,Vendor,RSSI,Score,Reason
22:44:43,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:44:45,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:44:45,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:44:46,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:44:46,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:44:48,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:44:48,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:44:49,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:44:49,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:44:51,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:44:51,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:44:52,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:44:52,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:44:54,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:44:54,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:44:55,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:44:55,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:44:57,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:44:57,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:44:58,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:44:58,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:00,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:00,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:01,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:01,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:03,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:03,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:04,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:04,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:06,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:06,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:07,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:07,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:09,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:09,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:10,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:10,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:12,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:12,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:13,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:13,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:15,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:15,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:16,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:16,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:18,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:18,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:19,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:19,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:21,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:21,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:22,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:22,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:24,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:24,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:25,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:25,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:27,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:27,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:28,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:28,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
22:45:30,Idoom 4G_DE8C3,5C:4D:BF:6D:E8:C3,Unknown,-100,0,
22:45:30,Idoom 4G_EA51A,54:1F:8D:8E:A5:1A,Unknown,-100,0,
