Time,SSID,BSSID,Vendor,RSSI,Score,Reason
18:11:59,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
18:11:59,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
18:11:59,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
18:12:01,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
18:12:01,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
18:12:01,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
18:12:02,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
18:12:02,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
18:12:02,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
18:12:04,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
18:12:04,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
18:12:04,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
18:12:05,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
18:12:05,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
18:12:05,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
18:12:07,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
18:12:07,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
18:12:07,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,3,RSSI Spike
18:12:08,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
18:12:08,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
18:12:08,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,3,RSSI Spike
18:12:10,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
18:12:10,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
18:12:10,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,3,RSSI Spike
