Time,SSID,BSSID,Vendor,RSSI,Score,Reason
13:04:39,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
13:04:39,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
13:04:39,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
13:04:41,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
13:04:41,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
13:04:41,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
13:04:42,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
13:04:42,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
13:04:42,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
13:04:44,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
13:04:44,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
13:04:44,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
13:04:45,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
13:04:45,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
13:04:45,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
13:04:47,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
13:04:47,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
13:04:47,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
13:04:48,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
13:04:48,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
13:04:48,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
13:04:50,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
13:04:50,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,5,Deauth Attack
13:04:50,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
