Time,SSID,BSSID,Vendor,RSSI,Score,Reason
18:10:57,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
18:10:57,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
18:10:57,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
18:10:58,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
18:10:58,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
18:10:58,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
18:11:00,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
18:11:00,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
18:11:00,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
18:11:01,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
18:11:01,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
18:11:01,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
18:11:03,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
18:11:03,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
18:11:03,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
18:11:04,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
18:11:04,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
18:11:04,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
18:11:06,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
18:11:06,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
18:11:06,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
18:11:07,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
18:11:07,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
18:11:07,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
18:11:09,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
18:11:09,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
18:11:09,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
18:11:10,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
18:11:10,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
18:11:10,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
18:11:12,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
18:11:12,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
18:11:12,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
18:11:13,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,1,
18:11:13,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
