Time,SSID,BSSID,Vendor,RSSI,Score,Reason
02:02:36,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
02:02:36,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
02:02:36,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
02:02:38,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
02:02:38,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
02:02:38,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
02:02:39,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
02:02:39,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
02:02:39,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
02:02:41,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
02:02:41,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
02:02:41,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
02:02:42,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
02:02:42,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
02:02:42,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
02:02:44,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
02:02:44,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,5,Deauth Attack
02:02:44,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
02:02:46,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,3,RSSI Spike
02:02:46,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
02:02:46,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
02:02:47,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,3,RSSI Spike
02:02:47,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,5,Deauth Attack
02:02:47,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
02:02:49,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,3,RSSI Spike
02:02:49,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,5,Deauth Attack
02:02:49,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
