Time,SSID,BSSID,Vendor,RSSI,Score,Reason
21:19:33,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
21:19:33,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
21:19:33,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
21:19:34,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
21:19:34,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
21:19:34,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
21:19:36,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
21:19:36,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
21:19:36,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
21:19:37,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
21:19:37,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
21:19:37,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
21:19:39,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
21:19:39,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
21:19:39,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
21:19:40,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
21:19:40,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
21:19:40,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
21:19:42,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
21:19:42,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
21:19:42,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
21:19:43,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
21:19:43,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-48,1,
21:19:43,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
21:19:45,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,3,RSSI Spike
