Time,SSID,BSSID,Vendor,RSSI,Score,Reason
06:30:18,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,1,
06:30:18,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
06:30:18,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:30:19,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,1,
06:30:19,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
06:30:19,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:30:21,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
06:30:21,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
06:30:21,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:30:22,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,1,
06:30:22,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
06:30:22,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:30:24,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-60,1,
06:30:24,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
06:30:24,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
06:30:25,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,1,
06:30:25,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
06:30:25,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
06:30:27,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
06:30:27,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
06:30:27,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
06:30:28,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-40,3,RSSI Spike
06:30:28,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
06:30:28,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:30:30,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,3,RSSI Spike
06:30:30,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
06:30:30,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-67,1,
06:30:31,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,3,RSSI Spike
06:30:31,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-51,1,
06:30:31,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:30:33,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,3,RSSI Spike
06:30:33,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
06:30:33,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-65,1,
06:30:34,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-59,3,RSSI Spike
06:30:34,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-49,1,
06:30:34,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-64,1,
06:30:36,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-62,3,RSSI Spike
06:30:36,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-50,1,
06:30:36,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-66,1,
06:30:37,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-58,3,RSSI Spike
06:30:37,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
06:30:37,Ma_B0x_Orange,FF:EE:DD:44:55:66,Unknown,-63,1,
06:30:39,Ma_Box_Orange,E8:ED:F3:11:22:33,Sagemcom (Orange),-61,3,RSSI Spike
06:30:39,Hacker_Alfa,00:C0:CA:88:99:AA,Alfa Network,-52,1,
