Timestamp,SSID,BSSID,Channel,RSSI,Score,Reason
2026-02-11 04:52:17,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-61,0,N/A
2026-02-11 04:52:17,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-68,1,N/A
2026-02-11 04:52:17,Starbucks_Guest,12:34:56:78:9A:BC,11,-78,1,N/A
2026-02-11 04:52:17,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,0,N/A
2026-02-11 04:52:18,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-62,3,N/A
2026-02-11 04:52:18,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-68,1,N/A
2026-02-11 04:52:18,Starbucks_Guest,12:34:56:78:9A:BC,11,-81,1,N/A
2026-02-11 04:52:18,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,3,N/A
2026-02-11 04:52:20,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-59,3,N/A
2026-02-11 04:52:20,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-66,1,N/A
2026-02-11 04:52:20,Starbucks_Guest,12:34:56:78:9A:BC,11,-78,1,N/A
2026-02-11 04:52:20,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,3,N/A
2026-02-11 04:52:21,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-56,5,RSSI Spike (2.8σ)
2026-02-11 04:52:21,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-65,1,N/A
2026-02-11 04:52:21,Starbucks_Guest,12:34:56:78:9A:BC,11,-80,1,N/A
2026-02-11 04:52:21,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,3,N/A
2026-02-11 04:52:23,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-64,5,RSSI Spike (2.8σ)
2026-02-11 04:52:23,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-72,1,N/A
2026-02-11 04:52:23,Starbucks_Guest,12:34:56:78:9A:BC,11,-79,1,N/A
2026-02-11 04:52:23,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,3,N/A
2026-02-11 04:52:24,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-64,5,RSSI Spike (2.8σ)
2026-02-11 04:52:24,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-65,1,N/A
2026-02-11 04:52:24,Starbucks_Guest,12:34:56:78:9A:BC,11,-82,1,N/A
2026-02-11 04:52:24,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,3,N/A
2026-02-11 04:52:26,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-65,5,RSSI Spike (2.8σ)
2026-02-11 04:52:26,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-67,1,N/A
2026-02-11 04:52:26,Starbucks_Guest,12:34:56:78:9A:BC,11,-81,1,N/A
2026-02-11 04:52:26,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,3,N/A
2026-02-11 04:52:27,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-59,5,RSSI Spike (2.8σ)
2026-02-11 04:52:27,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-74,1,N/A
2026-02-11 04:52:27,Starbucks_Guest,12:34:56:78:9A:BC,11,-80,1,N/A
2026-02-11 04:52:27,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,3,N/A
2026-02-11 04:52:29,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-57,5,RSSI Spike (2.8σ)
2026-02-11 04:52:29,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-72,1,N/A
2026-02-11 04:52:29,Starbucks_Guest,12:34:56:78:9A:BC,11,-77,1,N/A
2026-02-11 04:52:29,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,3,N/A
2026-02-11 04:52:30,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-57,5,RSSI Spike (2.8σ)
2026-02-11 04:52:30,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-66,1,N/A
2026-02-11 04:52:30,Starbucks_Guest,12:34:56:78:9A:BC,11,-84,1,N/A
2026-02-11 04:52:30,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,3,N/A
2026-02-11 04:52:32,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-55,5,RSSI Spike (2.8σ)
2026-02-11 04:52:32,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-75,1,N/A
2026-02-11 04:52:32,Starbucks_Guest,12:34:56:78:9A:BC,11,-80,1,N/A
2026-02-11 04:52:32,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:33,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-55,5,RSSI Spike (2.8σ)
2026-02-11 04:52:33,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-75,1,N/A
2026-02-11 04:52:33,Starbucks_Guest,12:34:56:78:9A:BC,11,-75,1,N/A
2026-02-11 04:52:33,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:35,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-61,5,RSSI Spike (2.8σ)
2026-02-11 04:52:35,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-73,1,N/A
2026-02-11 04:52:35,Starbucks_Guest,12:34:56:78:9A:BC,11,-81,1,N/A
2026-02-11 04:52:35,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:36,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-58,5,RSSI Spike (2.8σ)
2026-02-11 04:52:36,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-72,1,N/A
2026-02-11 04:52:36,Starbucks_Guest,12:34:56:78:9A:BC,11,-79,1,N/A
2026-02-11 04:52:36,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:38,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-58,5,RSSI Spike (2.8σ)
2026-02-11 04:52:38,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-68,1,N/A
2026-02-11 04:52:38,Starbucks_Guest,12:34:56:78:9A:BC,11,-76,1,N/A
2026-02-11 04:52:38,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:39,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-64,5,RSSI Spike (2.8σ)
2026-02-11 04:52:39,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-74,1,N/A
2026-02-11 04:52:39,Starbucks_Guest,12:34:56:78:9A:BC,11,-78,1,N/A
2026-02-11 04:52:39,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:41,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-62,5,RSSI Spike (2.8σ)
2026-02-11 04:52:41,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-68,1,N/A
2026-02-11 04:52:41,Starbucks_Guest,12:34:56:78:9A:BC,11,-75,1,N/A
2026-02-11 04:52:41,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:42,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-58,5,RSSI Spike (2.8σ)
2026-02-11 04:52:42,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-66,1,N/A
2026-02-11 04:52:42,Starbucks_Guest,12:34:56:78:9A:BC,11,-78,1,N/A
2026-02-11 04:52:42,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:44,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-60,5,RSSI Spike (2.8σ)
2026-02-11 04:52:44,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-73,1,N/A
2026-02-11 04:52:44,Starbucks_Guest,12:34:56:78:9A:BC,11,-78,1,N/A
2026-02-11 04:52:44,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:45,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-59,5,RSSI Spike (2.8σ)
2026-02-11 04:52:45,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-72,1,N/A
2026-02-11 04:52:45,Starbucks_Guest,12:34:56:78:9A:BC,11,-75,1,N/A
2026-02-11 04:52:45,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:47,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-64,5,RSSI Spike (2.8σ)
2026-02-11 04:52:47,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-71,1,N/A
2026-02-11 04:52:47,Starbucks_Guest,12:34:56:78:9A:BC,11,-79,1,N/A
2026-02-11 04:52:47,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:48,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-57,5,RSSI Spike (2.8σ)
2026-02-11 04:52:48,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-68,1,N/A
2026-02-11 04:52:48,Starbucks_Guest,12:34:56:78:9A:BC,11,-83,1,N/A
2026-02-11 04:52:48,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:50,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-56,5,RSSI Spike (2.8σ)
2026-02-11 04:52:50,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-65,1,N/A
2026-02-11 04:52:50,Starbucks_Guest,12:34:56:78:9A:BC,11,-78,1,N/A
2026-02-11 04:52:50,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:51,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-63,5,RSSI Spike (2.8σ)
2026-02-11 04:52:51,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-73,1,N/A
2026-02-11 04:52:51,Starbucks_Guest,12:34:56:78:9A:BC,11,-77,1,N/A
2026-02-11 04:52:51,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:53,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-63,5,RSSI Spike (2.8σ)
2026-02-11 04:52:53,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-65,1,N/A
2026-02-11 04:52:53,Starbucks_Guest,12:34:56:78:9A:BC,11,-85,1,N/A
2026-02-11 04:52:53,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:54,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-57,5,RSSI Spike (2.8σ)
2026-02-11 04:52:54,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-75,1,N/A
2026-02-11 04:52:54,Starbucks_Guest,12:34:56:78:9A:BC,11,-82,1,N/A
2026-02-11 04:52:54,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:56,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-56,5,RSSI Spike (2.8σ)
2026-02-11 04:52:56,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-67,1,N/A
2026-02-11 04:52:56,Starbucks_Guest,12:34:56:78:9A:BC,11,-81,1,N/A
2026-02-11 04:52:56,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:57,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-63,5,RSSI Spike (2.8σ)
2026-02-11 04:52:57,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-75,1,N/A
2026-02-11 04:52:57,Starbucks_Guest,12:34:56:78:9A:BC,11,-85,1,N/A
2026-02-11 04:52:57,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:52:59,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-59,5,RSSI Spike (2.8σ)
2026-02-11 04:52:59,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-67,1,N/A
2026-02-11 04:52:59,Starbucks_Guest,12:34:56:78:9A:BC,11,-75,1,N/A
2026-02-11 04:52:59,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:53:00,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-61,5,RSSI Spike (2.8σ)
2026-02-11 04:53:00,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-73,1,N/A
2026-02-11 04:53:00,Starbucks_Guest,12:34:56:78:9A:BC,11,-77,1,N/A
2026-02-11 04:53:00,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
2026-02-11 04:53:02,Ma_Box_Maison,AA:BB:CC:11:22:33,1,-57,5,RSSI Spike (2.8σ)
2026-02-11 04:53:02,Free_WiFi_Public,DE:AD:BE:EF:00:01,6,-65,1,N/A
2026-02-11 04:53:02,Starbucks_Guest,12:34:56:78:9A:BC,11,-78,1,N/A
2026-02-11 04:53:02,Ma_Box_Maison,FF:FF:FF:EE:EE:EE,1,-30,5,Jitter/Timing Anomaly
